incident_id,date,location,category,sub_category,target_community,description,article_url,year,orig_sheet_name,orig_row_num
837,2020-03-28,Unknown,NC,hate speech,anti-immigrant ; sexist,Online press conference highlighting Laval immigrant hunger strike infiltrated with racist language,https://www.halifaxexaminer.ca/featured/toxifying-the-online-ecology/,2020.0,2020 collection,98
838,2020-03-29,Unknown,NC,hate speech,anti-black ; homophobia,Webinar on COVID-19 and the future of public transit featuring black activist overrun with racist and homophobic content,https://www.halifaxexaminer.ca/featured/toxifying-the-online-ecology/,2020.0,2020 collection,99
839,2020-04-02,Nova Scotia,NC,political ; race relations,anti-black,Presentation about staying at home during premiere's COVID-19 press conference shows no photos of black people despite black people being disproportionately affected by the virus,https://www.halifaxexaminer.ca/featured/black-people-already-struggle-to-breathe-in-canada-ignoring-us-during-this-covid-19-crisis-will-only-make-it-worse/,2020.0,2020 collection,100
840,2020-04-03,Unknown,NC,hate speech,anti-black,Virtual town hall held by YWCA Canada is zoombombed with racial epithets,https://www.cbc.ca/news/technology/zoombombing-fbi-warning-1.5519024,2020.0,2020 collection,101
841,2020-02-01,Halifax,NC,profiled,anti-asian,"Muyu Lyu, an international student from China, was on a bus on the way to his internship in downtown Halifax when he said he heard racist comments directed at him.",https://www.thechronicleherald.ca/news/local/im-profoundly-tired-by-it-members-of-halifax-community-speak-out-about-racism-during-pandemic-434662/,2020.0,2020 collection,102
842,2020-04-13,Thunder Bay,NC,hate speech,anti-Pakistani,Family of doctor on the COVID-19 front line subjected to racism,https://www.tbnewswatch.com/local-news/family-of-doctor-on-the-covid-19-front-line-subjected-to-racism-2249846,2020.0,2020 collection,103
843,2020-04-15,Nova Scotia,NC,vandalism,anti-black,Letter from Black community to Premier and Chief Medical Officer has been vandalized with racist comments,https://www.halifaxexaminer.ca/featured/letter-from-black-community-to-premier-and-chief-medical-officer-has-been-vandalized-with-racist-comments/,2020.0,2020 collection,104
844,2020-04-23,National,NC,political,anti-asian,"Scheer, Conservative leadership candidates refrain from criticizing MP accused of racist comments",https://www.theglobeandmail.com/politics/article-scheer-refuses-to-comment-on-conservative-mps-call-for-top-doctor-to/,2020.0,2020 collection,105
845,2020-04-23,Vancouver,Police Investigation,hate crime,anti-asian,Suspect identified after police release video of assault on elderly Vancouver man,https://bc.ctvnews.ca/suspect-identified-after-police-release-video-of-assault-on-elderly-vancouver-man-1.4908898,2020.0,2020 collection,106
846,2020-04-22,Vancouver,NC,race relations,anti-asian,Lululemon senior global art director Trevor Fleming posted a link on Instagram to promote the sale of a shirt called “bat fried rice”,https://www.straight.com/covid-19-pandemic/anti-Asian-hate-crimes-increase-Vancouver-Lululemon-apologizes-racist-shirt,2020.0,2020 collection,107
847,2020-02-28,Medicine Hat,C,hate crime,anti-semitic,Hulgaard pleads guilty to charge of wilfully promoting hatred,https://medicinehatnews.com/news/local-news/2020/02/28/hulgaard-pleads-guilty-to-charge-of-wilfully-promoting-hatred/,2020.0,2020 collection,108
848,2020-04-26,Vancouver,NC,profiled,anti-asian,Vancouver mother shares 'terrifying' ordeal as city's hate crimes rise,https://vancouversun.com/news/vancouver-mother-shares-terrifying-ordeal-as-citys-hate-crimes-rise/,2020.0,2020 collection,109
849,2020-04-27,National,NC,political ; race relations,anti-racism,New national group forms to combat racism against Asian Canadians,https://edmontonjournal.com/news/local-news/new-national-group-forms-to-combat-racism-against-asian-canadians/,2020.0,2020 collection,110
850,2020-05-01,Vancouver,Police Investigation,vandalism,anti-chinese,Vancouver Chinese Cultural Centre vandalized with racist graffiti,https://www.citynews1130.com/2020/05/01/vancouver-chinese-cultural-centre-vandalized-with-racist-graffitti/,2020.0,2020 collection,111
851,2020-04-26,Halifax,NC,human rights,anti-black,"Black boy, but not other non-black children, reported to police for playing basketball alone, for not adhering to social distancing orders",https://www.thechronicleherald.ca/news/provincial/racism-on-the-rise-amid-pandemic-ns-rights-commission-director-442965/,2020.0,2020 collection,112
852,2020-04-24,Toronto,Police Investigation,harassment,anti-black,Racist letter sent to black staff members at elementary school,https://www.cbc.ca/news/canada/toronto/black-teachers-tdsb-school-racism-1.5547761,2020.0,2020 collection,113
853,2020-04-28,Ottawa,Police Investigation,discrimination at work,anti-black,Ottawa police officer under investigation for allegedly making racist meme suspended,https://ottawacitizen.com/news/local-news/ottawa-police-officer-under-investigation-for-allegedly-making-racist-meme-suspended/,2020.0,2020 collection,114
854,2020-04-29,National,NC,race relations,anti-chinese,Some Canadians who received unsolicited copy of Epoch Times upset by claim that China was behind virus,https://www.cbc.ca/news/canada/epoch-times-coronavirus-bioweapon-1.5548217,2020.0,2020 collection,115
855,2020-05-01,National,NC,political,anti-POC,Green leadership candidate Glen Murray criticized over comments on discrimination,https://www.cbc.ca/news/politics/glen-murray-green-party-1.5553192,2020.0,2020 collection,116
856,2020-04-29,Brampton,NC,political,anti-black,Province appoints investigator to examine Peel District School Board due to ongoing concerns about racism in Brampton schools,https://www.inbrampton.com/province-appoints-investigator-to-examine-peel-district-school-board-due-to-ongoing-concerns-about-r,2020.0,2020 collection,117
857,2020-04-29,Prince George,NC,protest ; race relations,anti-indigenous,First Nation upset as bitter debate over giving school Indigenous name ends in 'compromise',https://www.cbc.ca/news/canada/british-columbia/kelly-road-shas-ti-secondary-school-prince-george-bc-renaming-1.5548744,2020.0,2020 collection,118
858,2020-04-30,National,NC,human rights,anti-indigenous,First Nations not getting the health care they need during pandemic,https://aptnnews.ca/2020/04/30/first-nations-doctors-canadas-troublesome-pandemic-response/,2020.0,2020 collection,119
859,2020-04-30,Prince Albert,NC,political ; profiled,anti-indigenous,Metis Nation representative throws support behind proposed back alley bylaw,https://paherald.sk.ca/2020/04/30/metis-nation-representative-throws-support-behind-proposed-back-alley-bylaw/,2020.0,2020 collection,120
860,2020-04-30,Happy Valley-Goose Bay,NC,harassment,anti-indigenous,I felt belittled': Sheshatshiu woman raises flag after being directed to 'Innu line' at store,https://www.cbc.ca/news/canada/newfoundland-labrador/goose-bay-coop-discrimination-1.5548945,2020.0,2020 collection,121
861,2020-04-16,Windsor,HR investigation,human rights,anti-racism ; anti-black,This Windsor man took a rental discrimination case to the Ontario Human Rights Tribunal and won,https://www.cbc.ca/news/canada/windsor/windsor-resident-human-rights-tribunal-win-1.5533850,2020.0,2020 collection,122
862,2020-01-25,Ottawa,NC,political ; race relations,anti-racism,"Hate crime unit's return met with appreciation, hope",https://www.cbc.ca/news/canada/ottawa/hate-crime-police-force-ottawa-reaction-1.5439673,2020.0,2020 collection,123
863,2020-01-25,"Cherry Brook, NS",NC,race relations,anti-racism,Commemorative stamp pays tribute to all-black hockey league in the Maritimes,https://lethbridgenewsnow.com/2020/01/25/commemorative-stamp-pays-tribute-to-all-black-hockey-league-in-the-maritimes-3/,2020.0,2020 collection,124
864,2020-01-23,Winnipeg,NC,political,white supremacist,"Manitoba ex-reservist accused of white supremacist plot had African-Canadian girlfriend, mother says",https://windsorstar.com/news/alleged-manitoba-white-supremacist-had-an-african-canadian-girlfriend-his-mother-says/wcm/df5814e7-f0a2-4bd7-893f-b39efcdae442/,2020.0,2020 collection,125
865,2020-01-23,Calgary,Police Investigation,vandalism,not specified,Vandalized car in southeast Calgary being investigated as hate crime,https://www.cbc.ca/news/canada/calgary/hate-motivated-crime-police-calgary-1.5438535,2020.0,2020 collection,126
866,2020-01-23,Toronto,NC,allegations ; discrimination at work,anti-Iranian,Toronto job applicant says recruiter told him Amazon isn't hiring Iranians,https://www.ctvnews.ca/canada/toronto-job-applicant-says-recruiter-told-him-amazon-isn-t-hiring-iranians-1.4780553,2020.0,2020 collection,127
867,2020-02-03,National,NC,political,white supremacist,"Kicked off Facebook, Canadian far-right groups resurface on the internet’s fringes",https://globalnews.ca/news/6490848/canadian-far-right-groups-internet-fringes/,2020.0,2020 collection,128
868,2020-02-01,Ottawa,Police Investigation,hate crime ; vandalism,anti-indigenous,Police arrest man in connection to defaced Indigenous mural,https://www.cbc.ca/news/canada/ottawa/algonquin-college-mural-defaced-arrest-1.5449148,2020.0,2020 collection,129
869,2020-01-31,Ottawa,Police Investigation,hate crime ; vandalism,anti-semitic,Ottawa police investigate egging of Holocaust monument as hate crime,https://www.thestar.com/news/canada/2020/01/31/ottawa-police-investigate-egging-of-holocaust-monument-as-a-hate-crime.html,2020.0,2020 collection,130
870,2020-05-01,Vancouver,NC,race relations,anti-asian,Vancouver police under fire for delaying going public with hate crime investigations,https://bc.ctvnews.ca/vancouver-police-under-fire-for-delaying-going-public-with-hate-crime-investigations-1.4921824,2020.0,2020 collection,131
871,2020-01-31,Quebec,NC,hate speech,anti-Muslim,Legault's Facebook post flooded with hateful comments,https://www.cbc.ca/news/canada/montreal/quebec-legault-facebook-hate-speech-1.5447566,2020.0,2020 collection,132
872,2020-01-30,Montreal,NC,discrimination at work,white supremacist,Alt-right message pinned at Concordia,https://www.citynews1130.com/video/2020/01/30/alt-right-message-pinned-at-concordia/,2020.0,2020 collection,133
873,2020-01-29,Toronto,NC,profiled ; discrimination at work,anti-chinese,Business drops in Chinatown in Toronto  after the first case of coronavirus,https://toronto.citynews.ca/2020/01/29/coronavirus-chinatown-toronto/,2020.0,2020 collection,134
874,2020-01-29,Montreal,NC,political,anti-semitic,MONTREAL DOES NOT ADOPT IHRA DEFINITION OF ANTI-SEMITISM,https://www.cjnews.com/news/canada/montreal-does-not-adopt-ihra-definition-of-anti-semitism,2020.0,2020 collection,135
875,2020-01-29,Sudbury,NC,harassment,white supremacist ; anti-LGBTQ2S+,"White supremacist group' targeting them with doxing, threats, say members of Sudbury's LGBTQ+ community",https://www.timminstoday.com/local-news/white-supremacist-group-targeting-them-with-doxing-threats-say-members-of-sudburys-lgbtq-community-2056561,2020.0,2020 collection,136
876,2020-01-27,National,NC,human rights ; political,anti-indigenous,Human rights case to compensate First Nations kids extended to late February,https://aptnnews.ca/2020/01/27/human-rights-case-to-compensate-first-nations-kids-extended-to-late-february/,2020.0,2020 collection,137
877,2020-02-13,Surrey,NC,allegations ; hate speech,white supremacist ; homophobia,Watchdog clears RCMP in arrest at Surrey vigil for victims of New Zealand massacre,https://globalnews.ca/news/6547272/watchdog-clears-rcmp-arrest-surrey-vigil-new-zealand-massacre/,2020.0,2020 collection,138
878,2020-02-13,Montreal,NC,race relations,anti-semitic,Quite revolting': Nazi relics removed from Montreal auction site after Jewish group sounds alarm,https://www.cbc.ca/news/canada/montreal/nazi-memorabilia-montreal-auction-1.5462836,2020.0,2020 collection,139
879,2020-02-12,National,NC,political ; human rights,anti-indigenous,AFN files $10B class action against federal government over treatment of Indigenous children,https://www.cbc.ca/news/politics/class-action-perry-bellegarde-1.5461577,2020.0,2020 collection,140
880,2020-02-11,Wet’suwet’en,NC,political ; protest ; allegations,anti-indigenous ; white supremacist,Video emerges of truck going through Wet’suwet’en Highway 19 blockade,https://www.cheknews.ca/new-video-protesters-push-plywood-at-truck-going-through-wetsuweten-highway-19-blockade-645649/,2020.0,2020 collection,141
881,2020-02-09,Cape Breton,NC,hate speech,anti-indigenous,‘100 per cent racial’: Indigenous hockey player’s dad rejects report on verbal abuse,https://cfjctoday.com/2020/02/09/100-per-cent-racial-indigenous-hockey-players-dad-rejects-report-on-verbal-abuse/,2020.0,2020 collection,142
882,2020-02-07,Vancouver,NC,race relations,anti-chinese,B.C. newspaper's coronavirus headline called out for racial discrimination,https://www.cbc.ca/news/canada/british-columbia/b-c-newspaper-s-coronavirus-headline-called-out-for-racial-discrimination-1.5456658,2020.0,2020 collection,143
883,2020-02-06,Mississauga,HR investigation,profiled,anti-Muslim,This Egyptian-Canadian woman went to withdraw her own money at RBC. What happened next is the subject of a lawsuit against the bank and Peel police,https://www.thestar.com/news/gta/2020/02/06/this-egyptian-canadian-woman-went-to-withdraw-her-own-money-at-rbc-what-happened-next-is-the-subject-of-a-lawsuit-against-the-bank-and-peel-police.html,2020.0,2020 collection,144
884,2020-02-05,Kingston,NC,race relations,anti-asian,‘Coronavirus Party’ At Queen’s University Prompts Apologies From Students,https://www.huffingtonpost.ca/entry/coronavirus-party-queens-university_ca_5e3b5800c5b6b70886f9a83f,2020.0,2020 collection,145
885,2020-02-05,Timmins,HR investigation,human rights,anti-indigenous,"Timmins police, hospital named in Human Rights Tribunal application",https://www.cbc.ca/news/canada/sudbury/ohrc-hrto-timmins-deaths-1.5453207,2020.0,2020 collection,146
886,2020-02-05,National,NC,human rights,anti-indigenous ; gendered,"Backlogs, lengthy delays await Indian status applicants following removal of sex discrimination law",https://www.hilltimes.com/2020/02/05/backlogs-lengthy-delays-await-indian-status-applicants-following-removal-of-sex-discrimination-law/233703,2020.0,2020 collection,147
887,2020-03-02,Niagara,NC,political ; protest,anti-indigenous,Threats and racism towards Niagara's First Nations peoples because of blockades,https://www.stcatharinesstandard.ca/news-story/9871585-hate-aimed-at-first-nations-as-a-result-of-blockades/,2020.0,2020 collection,148
888,2020-02-29,Victoria,NC,political ; protest,white-supremacist ; anti-indigenous,Demonstrators at B.C. legislature say they were visited by white supremacists Friday,https://bc.ctvnews.ca/demonstrators-at-b-c-legislature-say-they-were-visited-by-white-supremacists-friday-1.4833694,2020.0,2020 collection,149
889,2020-02-28,"Stonewall, MB",NC,race relations,anti-semitic,Human rights group calls for removal of Nazi memorabilia in Stonewall auction,https://winnipeg.ctvnews.ca/human-rights-group-calls-for-removal-of-nazi-memorabilia-in-stonewall-auction-1.4832354,2020.0,2020 collection,150
890,2020-02-27,Ontario,NC,political,anti-semitic,ONTARIO MOVES CLOSER TO ADOPTING IHRA DEFINITION OF ANTI-SEMITISM,https://www.cjnews.com/news/canada/ontario-moves-closer-to-adopting-ihra-definition-of-anti-semitism,2020.0,2020 collection,151
891,2020-02-17,Vancouver,Police Investigation,hate speech,anti-indigenous,Two men yell racist slurs at mom and son in wake of Wet'suwet'en protests,https://www.cbc.ca/news/canada/british-columbia/rise-in-anti-indigenous-racism-violence-requires-allyship-accountability-say-victims-advocates-1.5477383,2020.0,2020 collection,152
892,2020-02-27,Vancouver,Police Investigation,hate crime,anti-indigenous,"Dene artist sucker punched, offender references pipeline",https://www.cbc.ca/news/canada/british-columbia/rise-in-anti-indigenous-racism-violence-requires-allyship-accountability-say-victims-advocates-1.5477383,2020.0,2020 collection,153
893,2020-02-27,Vancouver,unknown,hate speech ; harassment,anti-indigenous,"Vancouver-based therapist received more than 600 death threats and racist slurs after writing 'I really hope these land protectors are OK, sending love to all our protectors out there,"" on an Instagram post of a video of a truck running through a bunch of protesters",https://www.cbc.ca/news/canada/british-columbia/rise-in-anti-indigenous-racism-violence-requires-allyship-accountability-say-victims-advocates-1.5477383,2020.0,2020 collection,154
894,2020-02-26,Calgary,Police Investigation,hate crime,not specified,"Man says strangers threw garbage while yelling racial slur and waving gun, prompting hate crime probe",https://www.cbc.ca/news/canada/calgary/hate-crime-calgary-police-valley-ridge-1.5477685,2020.0,2020 collection,155
895,2020-01-30,Mississauga,Police Investigation,hate speech,not specified,Man yells racial slurs at woman in parking lot,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/police-seek-assistance-after-hate-crime-incident-captured-on-video,2020.0,2020 collection,156
896,2020-01-30,Brampton,Police Investigation,hate speech,not specified,Man involved in similar racist incident in Brampton,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/police-seek-assistance-after-hate-crime-incident-captured-on-video,2020.0,2020 collection,157
897,2020-02-25,National,NC,political,anti-semitic,B’NAI BRITH LAUNCHES LAWSUIT AGAINST THE FEDERAL GOVERNMENT,https://www.cjnews.com/news/canada/bnai-brith-launches-lawsuit-against-the-federal-government,2020.0,2020 collection,158
898,2020-02-25,Penticton,Police Investigation,allegations ; hate crime,anti-chinese,Alleged racially-motivated vandalism concerns Penticton Chinese community,https://www.vernonmorningstar.com/news/alleged-racially-motivated-vandalism-concerns-penticton-chinese-community/,2020.0,2020 collection,159
899,2020-02-24,"Granby, QC",C,hate speech,white supremacist ; anti-semitic,QUEBECER ACCUSED OF HATE REFUSED BAIL,https://www.cjnews.com/news/canada/quebecer-accused-of-hate-refused-bail,2020.0,2020 collection,160
900,2020-02-23,Vancouver,HR investigation,profiled,anti-black,B.C. women say they experienced racial discrimination while flying with Air Canada,https://bc.ctvnews.ca/b-c-women-say-they-experienced-racial-discrimination-while-flying-with-air-canada-1.4824004,2020.0,2020 collection,161
901,2020-02-22,Toronto,HR investigation,discrimination at work,anti-Iranian ; gender,"Female police officers come forward with allegations of sexual harassment, discrimination",https://www.ctvnews.ca/w5/female-police-officers-come-forward-with-allegations-of-sexual-harassment-discrimination-1.4821765,2020.0,2020 collection,162
902,2020-02-20,National,NC,race relations,anti-racism,Canadian donation site stops fundraising campaign for imprisoned leader of U.S. neo-Nazi group,https://nationalpost.com/news/canadian-donation-site-stops-fundraising-campaign-for-imprisoned-leader-of-u-s-neo-nazi-group,2020.0,2020 collection,163
903,2020-04-12,Vancouver,Police Investigation,hate crime,anti-asian,"Suspect sought in attack on woman in Vancouver, hate crime section notified",https://www.citynews1130.com/2020/05/05/suspect-sought-in-attack-on-woman/,2020.0,2020 collection,164
904,2020-05-05,Ottawa,Police Investigation,hate speech,anti-asian,Hate crime unit investigating incidents targeting Asian community,https://www.cbc.ca/news/canada/ottawa/police-investigate-hate-incident-covid19-1.5556686,2020.0,2020 collection,165
905,2020-05-04,Brooks,NC,political ; race relations,anti-immigrant ; anti-racism,Discrimination against immigrants in Brooks because of meatpacking plant outbreak,https://lethbridgenewsnow.com/2020/05/04/dr-hinshaw-calls-out-wave-of-discrimination-against-immigrants-in-brooks-high-river/,2020.0,2020 collection,166
906,2020-05-04,High River,NC,political ; race relations,anti-immigrant ; anti-racism,Discrimination against immigrants in High River because of meatpacking plant outbreak,https://lethbridgenewsnow.com/2020/05/04/dr-hinshaw-calls-out-wave-of-discrimination-against-immigrants-in-brooks-high-river/,2020.0,2020 collection,167
907,2020-05-06,British Columbia,NC,political,anti-racism,B.C. government appoints task force to combat anti-Asian hate crime,https://globalnews.ca/video/6914886/b-c-government-appoints-task-force-to-combat-anti-asian-hate-crime,2020.0,2020 collection,168
908,2020-05-06,Vancouver,unknown,vandalism,anti-chinese,Memorial bench for late mother defaced with anti-China graffiti,https://bc.ctvnews.ca/memorial-bench-for-late-mother-defaced-with-anti-china-graffiti-1.4927503,2020.0,2020 collection,169
909,2020-04-30,Vancouver,Police Investigation,hate crime,anti-POC,"Violent SkyTrain attack: Surveillance video leads to arrest of suspect, charges laid",https://bc.ctvnews.ca/violent-skytrain-attack-surveillance-video-leads-to-arrest-of-suspect-charges-laid-1.4918930,2020.0,2020 collection,170
910,2020-05-06,"Bolton, ON",NC,hate speech,anti-muslim,Peel District School Board terminates school council chair for Islamophobic tweet,https://www.insauga.com/peel-district-school-board-terminates-school-council-chair-for-islamophobic-tweet,2020.0,2020 collection,171
911,2020-04-01,Calgary,C,hate crime,anti-indigenous,Calgary police charge man over threat to spread COVID-19 to Indigenous people,https://www.cbc.ca/news/canada/calgary/calgary-police-covid-19-threats-charge-investigation-1.5517980,2020.0,2020 collection,172
912,2020-04-01,Calgary,Police Investigation,hate crime,anti-Chinese,Calgary police investigating threat made against Chinese restaurant,https://www.cbc.ca/news/canada/calgary/calgary-police-covid-19-threats-charge-investigation-1.5517980,2020.0,2020 collection,173
913,2020-03-31,Toronto,NC,hate speech,anti-semitic,Jewish Group's Webinar Hacked with Racist Message,https://www.bnaibrith.ca/jewish_group_s_webinar_hacked_with_racist_messages,2020.0,2020 collection,174
914,2020-05-14,Regina,NC,discrimination at work,anti-immigrant ; anti-Filipino,English only' policy at Dollarama shocks and appalls Regina customer,https://www.cbc.ca/news/canada/saskatchewan/dollarama-english-only-1.5568416?fbclid=IwAR2JbS3Wa5vCwbtXiUDNdDhzw6Hh_nyBa9ohHlONU17kEZt6sfYmxNvvfsE,2020.0,2020 collection,175
915,2020-05-14,Vancouver,NC,profiled,anti-Chinese,‘It’s up to all of us’: B.C. woman speaks out after intervening in racist incident,https://globalnews.ca/news/6947103/east-vancouver-racist-incident/?fbclid=IwAR05IO85B42cr3nfmaGytI1W_9oG6NjNdps7zQTuXDaNsnoXJKu2H6dxchw,2020.0,2020 collection,176
916,2020-05-12,National,NC,hate speech,anti-Chinese,Bryan Adams' COVID-19 post promotes 'racist collective': activist,https://www.citynews1130.com/2020/05/12/activist-bryan-adams-covid-post-racist/,2020.0,2020 collection,179
917,2020-05-12,"Steveston, BC",Police Investigation,hate speech,anti-Chinese,I'm not going to hide': Richmond woman describes how she stood tall against alleged racist taunts,https://www.cbc.ca/news/canada/british-columbia/richmond-bc-clara-kan-racism-covid-19-1.5565451,2020.0,2020 collection,180
918,2020-05-12,Vancouver,Police Investigation,hate speech,anti-Asian,"Suspect in Vancouver bus attack has died of an overdose, police say",https://www.cbc.ca/news/canada/british-columbia/suspect-dead-racist-attack-public-transit-1.5568475,2020.0,2020 collection,181
919,2020-05-08,Regina,NC,hate speech,anti-black,Racist comments posted on anniversary of Sask. teen's death,https://leaderpost.com/news/saskatchewan/racist-comments-posted-on-anniversary-of-sask-teens-death/,2020.0,2020 collection,182
920,2020-05-14,Montreal,NC,race relations,anti-racism,Abuse or racism toward people of Asian descent is now being documented,https://ottawasun.com/news/local-news/abuse-or-racism-toward-people-of-asian-descent-is-now-being-documented/wcm/b5b7aae6-3606-4452-8637-e3f4656d838b,2020.0,2020 collection,183
921,2020-04-29,Ottawa,Police Investigation,harassment,anti-asian,"East Asian pedestrians yelled, sworn at by occupants in car",https://ottawa.ctvnews.ca/ottawa-police-encourage-residents-to-report-racist-incidents-1.4936444,2020.0,2020 collection,184
922,2020-04-29,National,NC,political,anti-Chinese,"Ontario Tory MPs pressed Sloan to apologize for questioning top doctor’s loyalties. Instead, he defended himself",https://globalnews.ca/news/6884140/derek-sloan-theresa-tam-attack/,2020.0,2020 collection,185
923,2020-05-13,Shelburne,NC,vandalism,anti-black,"After racist graffiti shows up near Shelburne, a community bands together",https://www.cbc.ca/news/canada/nova-scotia/after-racist-graffiti-shows-up-near-shelburne-community-bands-together-1.5566975,2020.0,2020 collection,186
924,2020-03-18,Frederickton,NC,race relations,anti-Chinese,"Theatre UNB stages a production of a play set in China, where all the characters are Chinese, using predominantly white actors",https://www.thebruns.ca/articles/theatre-unb-culture-is-not-costume,2020.0,2020 collection,187
925,2020-03-10,Hamilton,NC,race relations,anti-racism,Hamilton police launch new platform for reporting hate crimes online,https://www.cbc.ca/news/canada/hamilton/hate-crimes-online-1.5492086,2020.0,2020 collection,188
926,2020-03-07,Saskatoon,Police Investigation,hate speech,white supremacist ; anti-immigrant ; anti-LBTQ2S+,"Mayor condemns posters spreading 'fear and hate' that targeted Saskatoon LGBT, newcomer groups",https://www.cbc.ca/news/canada/saskatoon/clark-condemns-posters-1.5489901,2020.0,2020 collection,189
927,2020-03-04,Montreal,Police Investigation,hate crime,anti-Asian,"Montreal police suspect hate-crimes after vandals hit Buddhist temples, Chinatown",https://www.cbc.ca/news/canada/montreal/vandalism-temples-1.5485151,2020.0,2020 collection,190
928,2020-03-03,Toronto,Police Investigation,hate speech,anti-semitic,Canadian Arabic Newspaper Runs Terrorist Official’s Antisemitic Article,https://www.bnaibrith.ca/canadian_arabic_newspaper_runs_terrorist_official_s_antisemitic_article,2020.0,2020 collection,191
929,2020-03-04,Yellowknife,NC,hate speech,white supremacist,"After Nazi flag removed from Yellowknife building window, another flag appears",https://www.cbc.ca/news/canada/north/northern-united-place-nazi-flag-1.5484637,2020.0,2020 collection,192
930,2020-03-03,Burnaby,HR investigation,human rights,anti-indigenous,B.C. landlord ordered to pay $23K for repeatedly trying to evict tenant over Indigenous smudging,https://www.cbc.ca/news/canada/british-columbia/bc-smudging-human-rights-1.5484816,2020.0,2020 collection,193
931,2020-03-03,Mississauga,HR investigation,profiled ; human rights,anti-black,"Race was a factor in handcuffing of 6-year-old black girl in Mississauga school, tribunal says",https://www.cbc.ca/news/canada/toronto/human-rights-tribunal-peel-police-girl-handcuffed-1.5483456,2020.0,2020 collection,194
932,2020-05-16,Vancouver,Police Investigation,hate crime ; hate speech,anti-Asian ; anti-Indigenous,"Man shouts racist slurs, hits woman in face after she sneezes while walking dog in East Vancouver",https://www.citynews1130.com/2020/05/16/man-shouts-racist-slurs-hits-woman-in-face-after-she-sneezes-while-walking-dog-in-east-van/,2020.0,2020 collection,195
933,2020-05-20,Vancouver,Police Investigation,vandalism,anti-Chinese,Chinatown's Millennium Gate defaced with racist graffiti,https://globalnews.ca/news/6966505/coronavirus-vancouver-chinatown-racist-graffiti/,2020.0,2020 collection,196
934,2020-05-23,Edmonton,NC,profiled,anti-Chinese,I’m just like you': Edmonton woman says she has been a victim of racism during pandemic,https://edmonton.ctvnews.ca/i-m-just-like-you-edmonton-woman-says-she-has-been-a-victim-of-racism-during-pandemic-1.4952080?fbclid=IwAR3uapG-UnaT0bUYBdCcykHTMgfhMkth5hUFnzWquiFjiGgYZwXI2dy7mXs,2020.0,2020 collection,197
935,2020-05-23,Calgary,Police Investigation,vandalism,anti-Francophone,Bilingual sign vandalism in historic Mission district comes with 'silver lining',https://calgaryherald.com/news/bilingual-sign-vandalism-in-historic-mission-district-comes-with-silver-lining/wcm/a2d72746-ca23-48aa-93a0-e05d1c9829d2/,2020.0,2020 collection,198
936,2020-05-22,Vancouver,NC,harassment,anti-Filipino,HOTEL WORKER NYM CALVEZ CYBERBULLIED AFTER CBC INTERVIEW,https://philippinecanadiannews.com/canada/hotel-worker-nym-calvez-cyberbullied-after-cbc-interview/?fbclid=IwAR3T7fFLD5CtN3EpoTLdHYxUZ82ud0NkVBGTTGeLblUf9zuSfd3dCm5bMgg,2020.0,2020 collection,199
937,2020-05-21,Montreal,HR investigation,profiled,anti-Indigenous,Indigenous group files human rights complaint against Montreal police,https://montrealgazette.com/news/indigenous-group-files-human-rights-complaint-against-montreal-police/,2020.0,2020 collection,200
938,2020-05-21,Montreal,NC,profiled ; political ; race relations ; human rights,anti-Indigenous ; anti-black ; anti-Arab,Montreal police fail to address racial profiling,https://montreal.ctvnews.ca/after-failing-to-deliver-race-relations-groups-call-for-montreal-police-to-address-profiling-1.4948591,2020.0,2020 collection,201
939,2020-05-16,Whistler,NC,hate speech,anti-asian,Whistler family speaks out after being told to 'Go back to China',https://www.squamishchief.com/news/local-news/whistler-family-speaks-out-after-being-told-to-go-back-to-china-1.24136375,2020.0,2020 collection,202
940,2020-05-21,"Manitoulin Island, ON",NC,hate speech,anti-Indigenous,"Facing racist social media attacks, Manitoulin Island leaders plead for tolerance",https://northernontario.ctvnews.ca/facing-racist-social-media-attacks-manitoulin-island-leaders-plead-for-tolerance-1.4949103,2020.0,2020 collection,203
941,2020-05-21,Ottawa,NC,political,anti-Muslim,Conservatives toss Karahalios (who was initially kicked out for racist comments) out of leadership race for second time,https://www.cbc.ca/news/politics/karahalios-out-for-second-time-leadership-1.5579498,2020.0,2020 collection,204
942,2020-05-28,Calgary,Police Investigation,vandalism,anti-Chinese,"Graffiti attacks on Calgary Chinese consulate reflects rising racism against Asians, say activists",https://calgaryherald.com/news/graffiti-attack-on-calgary-chinese-consulate-reflects-rising-racism-against-asians-say-activists,2020.0,2020 collection,205
943,2020-05-29,Richmond,Police Investigation,hate crime,anti-asian,Richmond RCMP seeking witnesses to alleged racist assault,https://bc.ctvnews.ca/richmond-rcmp-seeking-witnesses-to-alleged-racist-assault-1.4961161,2020.0,2020 collection,206
944,2020-05-28,Brampton,HR investigation,hate speech ; discrimination at work,anti-Muslim,Peel principal on leave after ‘xenophobic and racist’ comment,https://www.therecord.com/ts/politics/provincial/2020/05/28/peel-principal-on-leave-after-xenophobic-and-racist-comment.html,2020.0,2020 collection,207
