type,name,population_centre_size_group,population_centre_type,province,prov_code,location_label,geocode_query,population_2016
Population centre,Lac-Etchemin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Lac-Etchemin, QC","Lac-Etchemin, QC, Canada",1782
Population centre,Lac-Lapierre,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Lac-Lapierre, QC","Lac-Lapierre, QC, Canada",2480
Population centre,Lac-Mégantic,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Lac-Mégantic, QC","Lac-Mégantic, QC, Canada",5647
Population centre,Lac-Simon,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Lac-Simon, QC","Lac-Simon, QC, Canada",1243
Population centre,Lachute,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Lachute, QC","Lachute, QC, Canada",10082
Population centre,Lacolle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Lacolle, QC","Lacolle, QC, Canada",1288
Population centre,Laurentides,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Laurentides, QC","Laurentides, QC, Canada",12710
Population centre,Laurier-Station,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Laurier-Station, QC","Laurier-Station, QC, Canada",1894
Population centre,Lavaltrie,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"Lavaltrie, QC","Lavaltrie, QC, Canada",10767
Population centre,Le Bic,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Le Bic, QC","Le Bic, QC, Canada",1115
Population centre,Lebel-sur-Quévillon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Lebel-sur-Quévillon, QC","Lebel-sur-Quévillon, QC, Canada",2015
Population centre,LeBlanc,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"LeBlanc, QC","LeBlanc, QC, Canada",1513
Population centre,Les Cèdres,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Les Cèdres, QC","Les Cèdres, QC, Canada",2233
Population centre,Les Coteaux,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"Les Coteaux, QC","Les Coteaux, QC, Canada",17396
Population centre,Les Escoumins,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Les Escoumins, QC","Les Escoumins, QC, Canada",1339
Population centre,Linière,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Linière, QC","Linière, QC, Canada",1385
Population centre,Louiseville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Louiseville, QC","Louiseville, QC, Canada",5396
Population centre,Luceville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Luceville, QC","Luceville, QC, Canada",1112
Population centre,Macamic,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Macamic, QC","Macamic, QC, Canada",1307
Population centre,Magog,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"Magog, QC","Magog, QC, Canada",20830
Population centre,Malartic,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Malartic, QC","Malartic, QC, Canada",2972
Population centre,Maliotenam,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Maliotenam, QC","Maliotenam, QC, Canada",1363
Population centre,Manawan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Manawan, QC","Manawan, QC, Canada",1648
Population centre,Maniwaki,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Maniwaki, QC","Maniwaki, QC, Canada",3778
Population centre,Maria,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Maria, QC","Maria, QC, Canada",1124
Population centre,Marieville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Marieville, QC","Marieville, QC, Canada",8891
Population centre,Maskinongé,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Maskinongé, QC","Maskinongé, QC, Canada",1368
Population centre,Matagami,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Matagami, QC","Matagami, QC, Canada",1396
Population centre,Matane,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Matane, QC","Matane, QC, Canada",10787
Population centre,Melocheville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Melocheville, QC","Melocheville, QC, Canada",2621
Population centre,Métabetchouan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Métabetchouan, QC","Métabetchouan, QC, Canada",2123
Population centre,Mistissini,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Mistissini, QC","Mistissini, QC, Canada",2869
Population centre,Mont-Joli,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Mont-Joli, QC","Mont-Joli, QC, Canada",5604
Population centre,Mont-Laurier,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Mont-Laurier, QC","Mont-Laurier, QC, Canada",7644
Population centre,Montmagny,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Montmagny, QC","Montmagny, QC, Canada",9041
Population centre,Montréal,"Large urban population centre (100,000 or more)",Core,Quebec,QC,"Montréal, QC","Montréal, QC, Canada",3519595
Population centre,Napierville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Napierville, QC","Napierville, QC, Canada",4708
Population centre,Neuville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Neuville, QC","Neuville, QC, Canada",2435
Population centre,New Richmond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"New Richmond, QC","New Richmond, QC, Canada",1901
Population centre,Nicolet,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Nicolet, QC","Nicolet, QC, Canada",5669
Population centre,Normandin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Normandin, QC","Normandin, QC, Canada",1910
Population centre,Notre-Dame-du-Bon-Conseil,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Notre-Dame-du-Bon-Conseil, QC","Notre-Dame-du-Bon-Conseil, QC, Canada",1018
Population centre,Notre-Dame-du-Lac,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Notre-Dame-du-Lac, QC","Notre-Dame-du-Lac, QC, Canada",1184
Population centre,Notre-Dame-du-Mont-Carmel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Notre-Dame-du-Mont-Carmel, QC","Notre-Dame-du-Mont-Carmel, QC, Canada",1091
Population centre,Obedjiwan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Obedjiwan, QC","Obedjiwan, QC, Canada",1404
Population centre,Oka,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Oka, QC","Oka, QC, Canada",1254
Population centre,Ormstown,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Ormstown, QC","Ormstown, QC, Canada",1730
Population centre,Ottawa - Gatineau (Quebec part),,,Quebec,QC,"Ottawa - Gatineau (Quebec part), QC","Ottawa - Gatineau (Quebec part), QC, Canada",253861
Population centre,Papineauville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Papineauville, QC","Papineauville, QC, Canada",1105
Population centre,Parc-Boutin,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Parc-Boutin, QC","Parc-Boutin, QC, Canada",1127
Population centre,Pierreville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Pierreville, QC","Pierreville, QC, Canada",1119
Population centre,Plessisville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Plessisville, QC","Plessisville, QC, Canada",7195
Population centre,Pointe-du-Lac,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Pointe-du-Lac, QC","Pointe-du-Lac, QC, Canada",7104
Population centre,Pont-Rouge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Pont-Rouge, QC","Pont-Rouge, QC, Canada",6239
Population centre,Port-Alfred-Bagotville,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Port-Alfred-Bagotville, QC","Port-Alfred-Bagotville, QC, Canada",13865
Population centre,Port-Cartier,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Port-Cartier, QC","Port-Cartier, QC, Canada",5609
Population centre,Portneuf,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Portneuf, QC","Portneuf, QC, Canada",2004
Population centre,Price,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Price, QC","Price, QC, Canada",1679
Population centre,Princeville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Princeville, QC","Princeville, QC, Canada",4384
Population centre,Puvirnituq,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Puvirnituq, QC","Puvirnituq, QC, Canada",1038
Population centre,Québec,"Large urban population centre (100,000 or more)",Core,Quebec,QC,"Québec, QC","Québec, QC, Canada",705103
Population centre,Rawdon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Rawdon, QC","Rawdon, QC, Canada",5188
Population centre,Richmond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Richmond, QC","Richmond, QC, Canada",3046
Population centre,Rigaud,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Rigaud, QC","Rigaud, QC, Canada",3613
Population centre,Rimouski,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Rimouski, QC","Rimouski, QC, Canada",36942
Population centre,Rivière-au-Renard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Rivière-au-Renard, QC","Rivière-au-Renard, QC, Canada",1074
Population centre,Rivière-du-Loup,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Rivière-du-Loup, QC","Rivière-du-Loup, QC, Canada",17973
Population centre,Roberval,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Roberval, QC","Roberval, QC, Canada",8204
Population centre,Rougemont,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Rougemont, QC","Rougemont, QC, Canada",1481
Population centre,Rouyn-Noranda,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Rouyn-Noranda, QC","Rouyn-Noranda, QC, Canada",23504
Population centre,Roxton Falls,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Roxton Falls, QC","Roxton Falls, QC, Canada",1003
Population centre,Roxton Pond,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Roxton Pond, QC","Roxton Pond, QC, Canada",2301
Population centre,Saint Grégoire,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint Grégoire, QC","Saint Grégoire, QC, Canada",1400
Population centre,Saint-Agapit,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Agapit, QC","Saint-Agapit, QC, Canada",2906
Population centre,Saint-Alexandre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Alexandre, QC","Saint-Alexandre, QC, Canada",1304
Population centre,Saint-Alexandre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Alexandre, QC","Saint-Alexandre, QC, Canada",1093
Population centre,Saint-Alexis-des-Monts,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Alexis-des-Monts, QC","Saint-Alexis-des-Monts, QC, Canada",1546
Population centre,Saint-Amable,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Amable, QC","Saint-Amable, QC, Canada",9486
Population centre,Saint-Ambroise,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Ambroise, QC","Saint-Ambroise, QC, Canada",1678
Population centre,Saint-Ambroise-de-Kildare,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Ambroise-de-Kildare, QC","Saint-Ambroise-de-Kildare, QC, Canada",1655
Population centre,Saint-André-Avellin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-André-Avellin, QC","Saint-André-Avellin, QC, Canada",1903
Population centre,Saint-Anselme,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Anselme, QC","Saint-Anselme, QC, Canada",2541
Population centre,Saint-Apollinaire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Apollinaire, QC","Saint-Apollinaire, QC, Canada",3335
Population centre,Saint-Augustin,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Augustin, QC","Saint-Augustin, QC, Canada",9399
Population centre,Saint-Basile-Sud,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Basile-Sud, QC","Saint-Basile-Sud, QC, Canada",1387
Population centre,Saint-Bernard,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Bernard, QC","Saint-Bernard, QC, Canada",1075
Population centre,Saint-Boniface,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Boniface, QC","Saint-Boniface, QC, Canada",1035
Population centre,Saint-Bruno,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Bruno, QC","Saint-Bruno, QC, Canada",1756
Population centre,Saint-Canut,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Canut, QC","Saint-Canut, QC, Canada",10643
Population centre,Saint-Césaire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Césaire, QC","Saint-Césaire, QC, Canada",3815
Population centre,Saint-Charles,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Charles, QC","Saint-Charles, QC, Canada",1482
Population centre,Saint-Chrysostome,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Chrysostome, QC","Saint-Chrysostome, QC, Canada",1218
Population centre,Saint-Cyrille-de-Wendover,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Cyrille-de-Wendover, QC","Saint-Cyrille-de-Wendover, QC, Canada",1216
Population centre,Saint-Damase,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Damase, QC","Saint-Damase, QC, Canada",1138
Population centre,Saint-Damien-de-Buckland,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Damien-de-Buckland, QC","Saint-Damien-de-Buckland, QC, Canada",1203
Population centre,Saint-Donat-de-Montcalm,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Donat-de-Montcalm, QC","Saint-Donat-de-Montcalm, QC, Canada",1213
Population centre,Saint-Elzéar,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Elzéar, QC","Saint-Elzéar, QC, Canada",1057
Population centre,Saint-Éphrem-de-Tring,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Éphrem-de-Tring, QC","Saint-Éphrem-de-Tring, QC, Canada",1385
Population centre,Saint-Fabien,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Fabien, QC","Saint-Fabien, QC, Canada",1145
Population centre,Saint-Félicien,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Félicien, QC","Saint-Félicien, QC, Canada",7096
Population centre,Saint-Félix-de-Valois,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Félix-de-Valois, QC","Saint-Félix-de-Valois, QC, Canada",2978
Population centre,Saint-Gabriel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Gabriel, QC","Saint-Gabriel, QC, Canada",2664
Population centre,Saint-Gédéon,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Gédéon, QC","Saint-Gédéon, QC, Canada",1542
Population centre,Saint-Georges,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Saint-Georges, QC","Saint-Georges, QC, Canada",26921
Population centre,Saint-Germain-de-Grantham,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Germain-de-Grantham, QC","Saint-Germain-de-Grantham, QC, Canada",3485
Population centre,Saint-Henri-de-Lévis,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Henri-de-Lévis, QC","Saint-Henri-de-Lévis, QC, Canada",1735
Population centre,Saint-Honoré,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Honoré, QC","Saint-Honoré, QC, Canada",2265
Population centre,Saint-Hyacinthe,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Saint-Hyacinthe, QC","Saint-Hyacinthe, QC, Canada",50032
Population centre,Saint-Jacques,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Jacques, QC","Saint-Jacques, QC, Canada",2126
Population centre,Saint-Jean-Baptiste,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Jean-Baptiste, QC","Saint-Jean-Baptiste, QC, Canada",1703
Population centre,Saint-Jean-Port-Joli,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Jean-Port-Joli, QC","Saint-Jean-Port-Joli, QC, Canada",1407
Population centre,Saint-Jean-sur-Richelieu,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,QC,"Saint-Jean-sur-Richelieu, QC","Saint-Jean-sur-Richelieu, QC, Canada",84685
Population centre,Saint-Jérôme,"Medium population centre (30,000 to 99,999)",Secondary core,Quebec,QC,"Saint-Jérôme, QC","Saint-Jérôme, QC, Canada",77146
Population centre,Saint-Joseph-de-Beauce,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Joseph-de-Beauce, QC","Saint-Joseph-de-Beauce, QC, Canada",3695
Population centre,Saint-Joseph-de-Lanoraie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Joseph-de-Lanoraie, QC","Saint-Joseph-de-Lanoraie, QC, Canada",2576
Population centre,Saint-Jovite,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Jovite, QC","Saint-Jovite, QC, Canada",5515
Population centre,Saint-Léonard-d'Aston,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Léonard-d'Aston, QC","Saint-Léonard-d'Aston, QC, Canada",1336
Population centre,Saint-Liboire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Liboire, QC","Saint-Liboire, QC, Canada",1775
Population centre,Saint-Marc-des-Carrières,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Marc-des-Carrières, QC","Saint-Marc-des-Carrières, QC, Canada",2134
Population centre,Saint-Martin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Martin, QC","Saint-Martin, QC, Canada",1582
Population centre,Saint-Michel,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Michel, QC","Saint-Michel, QC, Canada",1558
Population centre,Saint-Michel-de-Bellechasse,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Michel-de-Bellechasse, QC","Saint-Michel-de-Bellechasse, QC, Canada",1146
Population centre,Saint-Michel-des-Saints,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Michel-des-Saints, QC","Saint-Michel-des-Saints, QC, Canada",1131
Population centre,Saint-Pascal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Pascal, QC","Saint-Pascal, QC, Canada",2471
Population centre,Saint-Pie,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Pie, QC","Saint-Pie, QC, Canada",2980
Population centre,Saint-Polycarpe,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Polycarpe, QC","Saint-Polycarpe, QC, Canada",1165
Population centre,Saint-Prime,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Prime, QC","Saint-Prime, QC, Canada",1021
Population centre,Saint-Prosper,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Prosper, QC","Saint-Prosper, QC, Canada",2319
Population centre,Saint-Raphaël,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Raphaël, QC","Saint-Raphaël, QC, Canada",1113
Population centre,Saint-Raymond,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Raymond, QC","Saint-Raymond, QC, Canada",3227
Population centre,Saint-Rémi,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Rémi, QC","Saint-Rémi, QC, Canada",6891
Population centre,Saint-Roch-de-l'Achigan,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Roch-de-l'Achigan, QC","Saint-Roch-de-l'Achigan, QC, Canada",1373
Population centre,Saint-Sauveur-des-Monts,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Sauveur-des-Monts, QC","Saint-Sauveur-des-Monts, QC, Canada",7849
Population centre,Saint-Sulpice,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Saint-Sulpice, QC","Saint-Sulpice, QC, Canada",1753
Population centre,Saint-Thomas,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Thomas, QC","Saint-Thomas, QC, Canada",1395
Population centre,Saint-Tite,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Saint-Tite, QC","Saint-Tite, QC, Canada",2381
Population centre,Sainte-Adèle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Adèle, QC","Sainte-Adèle, QC, Canada",5786
Population centre,Sainte-Agathe-des-Monts - Val-David,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Agathe-des-Monts - Val-David, QC","Sainte-Agathe-des-Monts - Val-David, QC, Canada",11108
Population centre,Sainte-Anne-des-Monts,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Anne-des-Monts, QC","Sainte-Anne-des-Monts, QC, Canada",3277
Population centre,Sainte-Anne-des-Plaines,"Small population centre (1,000 to 29,999)",Secondary core,Quebec,QC,"Sainte-Anne-des-Plaines, QC","Sainte-Anne-des-Plaines, QC, Canada",10865
Population centre,Sainte-Brigitte-de-Laval,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Sainte-Brigitte-de-Laval, QC","Sainte-Brigitte-de-Laval, QC, Canada",3917
Population centre,Sainte-Catherine-de-la-Jacques-Cartier,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Sainte-Catherine-de-la-Jacques-Cartier, QC","Sainte-Catherine-de-la-Jacques-Cartier, QC, Canada",1633
Population centre,Sainte-Claire,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Claire, QC","Sainte-Claire, QC, Canada",2389
Population centre,Sainte-Croix,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Croix, QC","Sainte-Croix, QC, Canada",1401
Population centre,Sainte-Julienne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Julienne, QC","Sainte-Julienne, QC, Canada",3263
Population centre,Sainte-Justine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Justine, QC","Sainte-Justine, QC, Canada",1077
Population centre,Sainte-Madeleine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Madeleine, QC","Sainte-Madeleine, QC, Canada",1959
Population centre,Sainte-Marie,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Sainte-Marie, QC","Sainte-Marie, QC, Canada",11083
Population centre,Sainte-Martine,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Martine, QC","Sainte-Martine, QC, Canada",3931
Population centre,Sainte-Thècle,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Sainte-Thècle, QC","Sainte-Thècle, QC, Canada",1333
Population centre,Salaberry-de-Valleyfield,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Salaberry-de-Valleyfield, QC","Salaberry-de-Valleyfield, QC, Canada",39048
Population centre,Salluit,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Salluit, QC","Salluit, QC, Canada",1075
Population centre,Senneterre,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Senneterre, QC","Senneterre, QC, Canada",2239
Population centre,Sept-Îles,"Small population centre (1,000 to 29,999)",Core,Quebec,QC,"Sept-Îles, QC","Sept-Îles, QC, Canada",22218
Population centre,Shannon,"Small population centre (1,000 to 29,999)",Fringe,Quebec,QC,"Shannon, QC","Shannon, QC, Canada",2846
Population centre,Shawinigan,"Medium population centre (30,000 to 99,999)",Core,Quebec,QC,"Shawinigan, QC","Shawinigan, QC, Canada",38211
Population centre,Shawville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Quebec,QC,"Shawville, QC","Shawville, QC, Canada",1203
